LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEXnew,EDUCATIONnew,MARRIAGEnew,PAY_0new,PAY_2new,PAY_3new,PAY_4new,PAY_5new,PAY_6new,default.payment.next.month
0.058823529411764705,0.6046511627906976,0.4856132404721649,0.5095255390101364,0.6282981927710842,0.6740733736762482,0.7024050024050024,0.7395539772264486,0.0,0.34176915799432356,0.46210720887245843,0.6004803843074459,0.8824709185720016,0.0,0,1,2,4,4,2,2,2,3,0
0.0,0.5116279069767442,0.15089422823372473,0.11518143097698684,0.2683584337349397,0.29670953101361575,0.3031104697771364,0.3098864580448629,0.2303595206391478,0.24929044465468306,0.3274799753542822,0.05604483586869495,0.0726032892097874,0.03205128205128205,1,2,1,2,2,2,2,2,2,1
0.11764705882352941,0.7441860465116279,0.2910235927344925,0.32160662990722094,0.44822289156626505,0.47642460917801316,0.5128747795414461,0.5361395735253391,0.44385264092321347,0.23651844843897823,0.30807147258163897,0.8006405124099278,0.4813477737665463,0.8012820512820512,1,2,1,2,2,3,2,2,2,1
0.11764705882352941,0.7674418604651163,0.1004668910639222,0.12064582163964738,0.2259036144578313,0.2682961422087746,0.2405002405002405,0.2756935507517878,0.4735907678650688,0.0,0.6238447319778189,0.0,0.771760930605696,0.0,0,2,1,0,0,0,0,0,0,0
0.2647058823529412,0.11627906976744184,0.1132172051683755,0.1418760524317364,0.2904518072289156,0.31993822491174995,0.34999198332531667,0.35144248782315474,0.2694185530403906,0.2554399243140965,0.3376463339494763,0.6497197758206564,0.0,0.1578525641025641,1,1,2,2,2,2,2,2,3,0
0.11764705882352941,0.046511627906976716,0.9269571421923716,0.935946115495097,0.8540813253012047,0.5952943772062532,0.30808080808080807,0.2934823333930637,0.22192632046160674,0.4399243140964995,0.49291435613062234,0.1809447558046437,0.04011231448054552,0.04567307692307692,1,2,1,4,4,2,2,2,2,1
0.3235294117647059,0.06976744186046513,0.07591245404768183,0.08541618516195068,0.2259036144578313,0.23638426626323755,0.2565335898669232,0.24435140990763515,0.0,0.0,0.0,0.4003202562049639,0.0,0.0,1,1,2,0,0,0,0,0,0,0
0.3823529411764706,0.2093023255813954,0.12311343436380276,0.15422458480536205,0.247289156626506,0.23638426626323755,0.24128587461920795,0.24514962451333344,0.31580115401686637,0.0004730368968779565,0.0,0.019615692554043232,0.0,0.0,1,2,2,5,4,3,3,1,1,1
0.2647058823529412,0.7441860465116279,0.07591245404768183,0.08541618516195068,0.2259036144578313,0.23638426626323755,0.2405002405002405,0.24435140990763515,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,3,0,0,0,0,0,0
0.11764705882352941,0.34883720930232553,0.8640121608835255,0.8825733813187178,0.9377259036144578,0.5648008068582956,0.5542408209074876,0.5670907521136397,0.0,0.77081362346263,0.0,0.33787029623698955,0.2831929402326514,0.27123397435897434,0,2,1,4,4,3,3,2,2,1
0.47058823529411764,0.2790697674418605,0.07298081248351922,0.08229603460230463,0.22305722891566263,0.23340582450832076,0.23746993746993747,0.24127258214279895,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,3,0,0,0,0,0,0
0.3823529411764706,0.046511627906976716,0.8396128371775582,0.831165186383597,0.8220632530120482,0.8066849470499244,0.5895783229116562,0.5932363529737567,0.5585885486018641,0.3687322611163671,0.6161429451632779,0.40152121697357884,0.40112314480545525,0.40144230769230765,1,2,2,2,2,2,2,2,2,0
0.411764705882353,0.4651162790697675,0.12671206316213995,0.10365833525935221,0.2259036144578313,0.23638426626323755,0.2405002405002405,0.24923843810578786,0.24522858411007545,0.0,0.0,0.0,0.12033694344163658,0.0,1,1,1,0,0,0,0,0,0,0
0.35294117647058826,0.37209302325581395,0.06201430144720719,0.07062436028659161,0.2651204819277108,0.2774205748865356,0.24051627384960717,0.244367700001629,0.0,0.8278145695364238,0.0,0.0,0.0,0.0,0,3,2,3,0,1,2,2,2,0
0.2647058823529412,0.7441860465116279,0.6473188664319286,0.709198666094364,0.7214608433734939,0.7070410993444277,0.7295654962321629,0.7089123104240311,0.356635596981802,0.3275780510879849,0.2991373998767714,0.4075260208166533,0.39470517448856796,0.3245192307692308,1,3,1,2,2,2,2,2,2,0
0.058823529411764705,0.5116279069767442,0.5120600598737378,0.5685607686466141,0.6600753012048193,0.4847768532526475,0.2405002405002405,0.24435140990763515,0.44385264092321347,0.28595080416272467,0.21565003080714726,0.0,0.0,0.0,0,2,2,2,2,2,2,2,0,0
0.0,0.2558139534883721,0.21552994462454822,0.22280186218509593,0.3558734939759036,0.3723840141200202,0.3663620330286997,0.3771156759574502,0.0,0.33112582781456956,0.0,0.0,0.6417970316887284,0.0,0,2,2,3,4,2,2,2,2,1
0.3823529411764706,0.13953488372093026,0.08794924692487863,0.08541618516195068,0.2375903614457831,0.24237266767523957,0.2590508257174924,0.25686220209490607,0.0,0.36707663197729423,0.1170671595810228,0.4631705364291433,0.31407942238267145,0.15544871794871795,0,1,2,1,1,1,1,1,1,0
0.0,0.023255813953488413,0.16842203229459118,0.20337108330306736,0.34855421686746985,0.37602433182047407,0.40250120250120247,0.40404320132927163,0.28495339547270304,0.30345316934720906,0.30807147258163897,0.6144915932746197,0.0,0.4006410256410256,1,2,2,2,2,2,2,2,3,0
0.11764705882352941,0.023255813953488413,0.36631559354108173,0.3852147786178889,0.4818825301204819,0.4436144730206758,0.3826519159852493,0.3730268623649958,0.3131380381713271,0.28240302743614004,0.11675908810844117,0.11248999199359487,0.12876052948255112,0.07892628205128205,1,3,1,2,2,2,2,2,2,0
0.44117647058823534,0.39534883720930236,0.08081403465231352,0.09063294482781392,0.23066265060240962,0.24136409480584975,0.24556677890011222,0.24949907960968934,0.07012871726586774,0.07473982970671712,0.0973505853357979,0.1265012009607686,0.12675491375852385,0.1266025641025641,1,2,1,1,1,1,1,1,1,0
0.058823529411764705,0.046511627906976716,0.3596457211993361,0.39000231122263684,0.23177710843373492,0.24253025718608173,0.253006253006253,0.2570576832228322,0.22192632046160674,0.09224219489120151,0.1201478743068392,0.3122497998398719,0.0,0.0,1,3,2,2,2,1,1,1,2,0
0.11764705882352941,0.6744186046511629,0.3278474925933394,0.30460263479380595,0.38906626506024095,0.40234178013111455,0.4046657046657046,0.33787283952628405,0.26964047936085217,0.25709555345316937,0.09149722735674677,0.12369895916733385,0.08824709185720016,0.04006410256410256,0,2,2,2,2,2,2,2,2,0
0.17647058823529413,0.2790697674418605,0.4120429974096077,0.48824578201868796,0.5830722891566265,0.6165532022188605,0.6362674362674363,0.6552201606203267,0.7545494895694629,0.0,0.33887861983980283,0.4403522818254603,0.4412354592860008,0.44190705128205127,0,2,1,2,2,3,2,2,2,0
0.6764705882352942,0.3023255813953488,0.15300376925343964,0.08541618516195068,0.2259036144578313,0.23638426626323755,0.2405002405002405,0.24435140990763515,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,1,0,0,0,0,0
0.17647058823529413,0.6744186046511629,0.7132265119669919,0.7805824281044673,0.8755271084337348,0.9285804336863339,0.9571909571909571,0.9877335592226366,0.44385264092321347,0.47303689687795647,0.5545286506469501,0.7205764611689351,0.7220216606498194,0.6810897435897436,0,3,1,4,4,3,3,3,3,1
0.11764705882352941,0.2093023255813954,0.7995470691340024,0.8321887278370259,0.5767921686746987,0.593671205244579,0.5842552509219175,0.5588153843647677,0.446959609409676,0.3784295175023652,0.4313000616142945,0.17173738991192952,0.15483353389490573,0.02283653846153846,0,2,2,2,2,2,2,2,2,0
0.029411764705882356,0.5348837209302326,0.3547131179326498,0.6263743520322251,0.46772590361445776,0.459988023197176,0.45318261984928654,0.44331861794842553,0.44385264092321347,0.3561967833491012,0.30807147258163897,0.32025620496397117,0.40112314480545525,0.4006410256410256,0,1,1,2,2,2,2,2,2,0
0.23529411764705882,0.558139534883721,0.2832369045587802,0.32304288968864536,0.46753012048192766,0.4897881996974282,0.5061568061568061,0.5171127437405314,0.2774079005770084,0.44938505203405865,0.18484288354898337,0.2990392313851081,0.2402727637384677,0.3104967948717949,0,3,1,2,2,2,2,2,2,0
0.44117647058823534,0.2790697674418605,0.07471808155857855,0.11179714068742366,0.2424246987951807,0.24855017650025218,0.24766714766714765,0.2573346148207275,0.44385264092321347,0.0,0.0,0.0,0.40112314480545525,0.0,0,1,2,3,1,3,2,2,1,1
0.5588235294117647,0.18604651162790697,0.07591245404768183,0.08541618516195068,0.23945783132530118,0.25056732223903183,0.2549302549302549,0.25901249450209324,0.0,0.21286660359508042,0.27726432532347506,0.3602882305844676,0.3610108303249097,0.3605769230769231,1,2,1,3,0,1,1,1,1,0
0.47058823529411764,0.39534883720930236,0.1620934092354465,0.08541618516195068,0.2259036144578313,0.23638426626323755,0.2405002405002405,0.24435140990763515,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,2,0,0,0,0,0
0.029411764705882356,0.046511627906976716,0.20059253284524345,0.2349853072275234,0.4006024096385542,0.4303296772566818,0.4441718775052108,0.45563392900777033,0.2576564580559254,0.6388363292336803,0.3709180529882933,0.24019215372297836,0.24869634977938226,0.24919871794871795,0,3,2,2,2,2,2,2,2,1
0.11764705882352941,0.023255813953488413,0.3871473111107664,0.4328259649354509,0.5336295180722892,0.5483957387796269,0.5493346160012826,0.5558831674458762,0.35508211273857077,0.0,0.0,0.3602882305844676,0.28078620136381865,0.28044871794871795,1,3,1,3,6,4,3,2,2,0
