Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Survived
0.2711736617240512,0.125,0.0,0.014151057562208049,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.4722292033174164,0.125,0.0,0.13913573538264068,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.32143754712239253,0.0,0.0,0.015468569817999833,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.4345312892686604,0.125,0.0,0.10364429745562033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.4345312892686604,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.34656948982156316,0.0,0.0,0.01650950209357577,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
0.6732847449107816,0.0,0.0,0.10122885832000206,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.01985423473234481,0.375,0.16666666666666666,0.04113566043083236,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.33400351847197784,0.0,0.3333333333333333,0.021730754366528396,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.17064589092736868,0.125,0.0,0.058694292654020104,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.04498617743151546,0.125,0.16666666666666666,0.03259622914329302,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.723548630309123,0.0,0.0,0.051822148727810165,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.24604171902488062,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.4847951746670017,0.125,0.8333333333333333,0.06104473451835265,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.17064589092736868,0.0,0.0,0.015330377421392339,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.685850716260367,0.0,0.0,0.03122992013728673,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.01985423473234481,0.5,0.16666666666666666,0.05684821399990475,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
0.34656948982156316,0.0,0.0,0.025374310111545468,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.38426740387031916,0.125,0.0,0.03513366015444757,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.34656948982156316,0.0,0.0,0.014102260811993537,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.4345312892686604,0.0,0.0,0.050748620223090936,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.4219653179190751,0.0,0.0,0.025374310111545468,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.18321186227695402,0.0,0.0,0.015671954672893913,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.34656948982156316,0.0,0.0,0.06929138530460494,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.09525006282985675,0.375,0.16666666666666666,0.04113566043083236,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.4722292033174164,0.125,0.8333333333333333,0.06126431989431795,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.34656948982156316,0.0,0.0,0.014102260811993537,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
