carat,depth,table,x,y,z,cut,color,clarity,price
-0.06019596297774529,-1.512169766048668,1.3763450214685724,0.16600464941931317,0.1817698157999796,0.027073159907875868,4,1,2,2319
1.946988684103144,0.27978825708865984,0.8775601173028813,1.6500489570483092,1.6146249046908145,1.664111727402155,3,2,1,7500
2.074025687082947,0.46841541741890097,-1.616364403525574,1.748330037023739,1.7924965708979523,1.8230475106540276,4,0,1,6966
1.3880258709920104,-0.38040680406720095,-0.12000969102850087,1.4141743651072767,1.3478174053801069,1.3303465825732244,4,1,3,6308
-1.0764919868161702,0.27978825708865984,-1.616364403525574,-1.1706180382465363,-1.2412035138571256,-1.1808387928063495,4,6,3,942
-0.08560336357370593,-0.0031524834067119633,0.8775601173028813,0.15617654142177037,0.06318870499522075,0.10654105153381148,3,4,2,2268
0.041433639406097296,-1.512169766048668,-0.12000969102850087,0.32325437738000157,0.29046916737100875,0.1542217865093734,4,5,3,3136
-1.1018993874121308,-1.040601865223055,2.8726997339656455,-1.2590710102244234,-1.2412035138571256,-1.3238809977330346,2,5,3,612
-0.5683439748969576,0.8456697380793967,-0.12000969102850087,-0.5121348024111544,-0.4704262936261936,-0.41794703319736487,4,2,4,1438
0.9052852596687587,-0.38040680406720095,0.3787752131371902,0.9817376132153836,1.031601109900751,0.96479428109392,2,4,6,10463
-0.08560336357370593,-0.1917796437369531,-1.1175794993598829,0.10703600143405548,0.15212453809878967,0.10654105153381148,4,3,2,3145
2.023210885891026,-1.8894240867091636,0.3787752131371902,1.8564392249967125,1.8913141632352508,1.6323245707517813,3,2,3,10224
-0.9240475832404065,-0.1917796437369531,0.8775601173028813,-0.9150872303104182,-0.974396014546418,-0.9583286962537294,3,4,2,791
-1.0764919868161702,-0.9462882850579378,0.3787752131371902,-1.2099304702367084,-1.2412035138571256,-1.2920938410826601,3,5,3,872
-0.3396773695333121,1.1286104785747617,1.3763450214685724,-0.15832291449960553,-0.21350055354921654,-0.08418188836843414,3,5,2,1577
1.3626184703960498,-1.4178561858835508,0.3787752131371902,1.4338305811023622,1.4169897200162165,1.2508786909472887,3,4,4,10028
-1.0510845862202096,-0.1917796437369531,-1.1175794993598829,-1.1804461462440792,-1.1621494399872865,-1.1808387928063495,4,3,5,708
-0.4667143725131151,0.1854746769235359,-0.6187945951941919,-0.3352288584553804,-0.3221999051202448,-0.30669198492105487,4,3,5,1981
-0.8986401826444458,0.1854746769235359,-0.6187945951941919,-0.9052591223128754,-0.9546324960789586,-0.9106479612781675,4,6,3,998
-1.1018993874121308,-1.040601865223055,-0.6187945951941919,-1.2590710102244234,-1.2412035138571256,-1.3238809977330346,2,3,6,725
0.7020260549010735,0.1854746769235359,0.3787752131371902,0.8146597772571523,0.8537294436936121,0.8535392328176092,2,1,2,3832
-1.0002697850282882,-0.6633475445625661,0.3787752131371902,-1.1116493902612787,-1.0929771253511769,-1.149051636155975,3,2,3,537
-1.0256771856242488,0.1854746769235359,1.3763450214685724,-1.1706180382465363,-1.1325041622860965,-1.1331580578307883,3,1,3,463
-0.8986401826444458,0.27978825708865984,-0.6187945951941919,-0.9642277702981331,-0.944750736845228,-0.9265415396033551,4,5,4,1000
0.7782482566889555,-0.1917796437369531,0.8775601173028813,0.9522532892227551,0.9327835175634513,0.917113546118358,3,5,1,4240
1.9723960846991047,-1.8894240867091636,0.3787752131371902,1.9154078729819701,1.8913141632352508,1.6005374141014064,3,5,3,14482
2.201062690062751,0.1854746769235359,-2.115149307691265,1.9350640889770567,1.9308412001701705,1.9501961372555252,4,0,4,10011
0.01602623881013665,0.6570425777491489,-1.1175794993598829,0.15617654142177037,0.1817698157999796,0.23368967813530903,4,2,6,3287
-0.822417980856564,1.034296898409638,-1.616364403525574,-0.8856029063177889,-0.8558149037416591,-0.78349933467667,2,4,5,1115
-0.8478253814525245,-1.040601865223055,1.3763450214685724,-0.787321826342359,-0.8459331445079294,-0.8947543829529807,3,4,3,1080
-1.0256771856242488,-0.28609322390207703,-0.12000969102850087,-1.0919931742661921,-1.1720311992210162,-1.149051636155975,4,1,3,594
-0.36508477012927276,0.1854746769235359,-1.616364403525574,-0.23694777847994972,-0.22338231278294624,-0.2113305149699317,4,4,5,2679
0.7782482566889555,0.37410183725378376,-0.6187945951941919,0.8932846412374965,0.8636112029273427,0.917113546118358,4,2,1,4077
1.946988684103144,1.5058647992352507,-0.12000969102850087,1.6402208490507655,1.6047431454570849,1.7912603540036527,2,2,2,7708
1.2355814674162466,-1.229229025553303,0.6281676652200358,1.2176122051564162,1.3379356461463772,1.1237300643457913,2,0,1,4861
0.9052852596687587,0.1854746769235359,-0.6187945951941919,0.9915657212129272,0.942665276797181,0.9806878594191067,4,4,2,5922
-0.06019596297774529,2.2603734405562355,-0.12000969102850087,-0.01090129453646082,-0.035628887342077836,0.1860089431597478,1,1,2,1715
-0.822417980856564,0.7513561579142728,-0.12000969102850087,-0.8659466903227033,-0.8261696260404701,-0.78349933467667,4,6,1,656
-0.36508477012927276,0.9399833182445139,-0.12000969102850087,-0.27626021047012184,-0.22338231278294624,-0.16364977999437047,2,6,2,1743
-1.1018993874121308,0.5627289975840248,0.3787752131371902,-1.2983834422145955,-1.2807305507920452,-1.2444131061070982,3,6,1,447
-1.1018993874121308,-0.5690339643974421,-0.12000969102850087,-1.268899118221967,-1.2708487915583146,-1.307987419407847,4,2,5,605
-1.0764919868161702,-0.0031524834067119633,-1.1175794993598829,-1.2099304702367084,-1.1917947176884753,-1.196732371131537,4,5,3,680
